SetID,Number,Variant,YearFrom,Category,Theme,ThemeGroup,Subtheme,SetName,Image,ImageFilename,USRetailPrice,UKRetailPrice,CARetailPrice,DERetailPrice,USDateAdded,USDateRemoved,Pieces,Minifigs,MinifigNumbers,PackagingType,Availability,USItemNumber,EUItemNumber,EAN,UPC,Width,Height,Depth,Weight,ModelDimension1,ModelDimension2,ModelDimension3,AgeMin,AgeMax,OwnCount,WantCount,InstructionsCount,AdditionalImageCount,Released,Rating,BrickLinkSoldPriceNew,BrickLinkSoldPriceUsed,Designers,LaunchDate,ExitDate,Own,Want,QtyOwned,QtyOwnedNew,QtyOwnedUsed,QtyWanted,WantedPriority,,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,UserNotes
"48575","75377","1","2024","Normal","Star Wars","Licensed","Starship Collection","Invisible Hand","X","75377-1","49.99","46.99","64.99","52.99","31/01/2024 00:00:00","26/10/2025 00:00:00","557","","","Box","Retail - limited","6474664","6474663","5702017598963","673419393676","28.2","26.2","5.9","","17","30","9","18","","7251","2293","9","7","X","4","46.6200","33.6200","Corvin Stichert,","01/03/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48523","75378","1","2024","Normal","Star Wars","Licensed","The Mandalorian","BARC Speeder Escape ","X","75378-1","29.99","24.99","39.99","29.99","02/04/2024 00:00:00","03/11/2025 00:00:00","221","4","sw1113,sw1336,sw1337,","Box","Retail","6470428","6470427","5702017584362","673419389501","20.5","19.1","4.6","","19","4","9","8","","8319","1900","2","8","X","0","24.9500","15.8000","","01/05/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","SAS"
"48524","75379","1","2024","Normal","Star Wars","Licensed","Miscellaneous","R2-D2","X","75379-1","99.99","89.99","129.99","99.99","31/01/2024 00:00:00","03/11/2025 00:00:00","1050","2","sw1202,sw1325,","Box","Retail","6470430","6470429","5702017584379","673419389518","26.2","38.2","9.4","","24","16","11","10","","10438","2844","2","8","X","18","77.9800","53.5700","Jan Neergaard Olesen,","01/03/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48525","75380","1","2024","Normal","Star Wars","Licensed","Diorama Collection","Mos Espa Podrace Diorama","X","75380-1","79.99","69.99","99.99","79.99","16/04/2024 00:00:00","03/11/2025 00:00:00","718","","","Box","Retail","6470432","6470431","5702017584386","673419389525","38.2","26.2","7.1","","12","30","14","18","","6299","2119","7","9","X","0","56.3200","37.6000","César Soares,","01/05/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48526","75381","1","2024","Normal","Star Wars","Licensed","Episode I","Droideka","X","75381-1","64.99","59.99","84.99","64.99","16/04/2024 00:00:00","03/11/2025 00:00:00","583","1","sw1340,","Box","Retail","6470434","6470433","5702017584393","673419389532","22.2","26.2","7.6","","","","","18","","7773","2092","7","8","X","0","43.1500","40.3700","Niels Bundesen,","01/05/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48802","75382","1","2024","Normal","Star Wars","Licensed","Ultimate Collector Series","TIE Interceptor","X","75382-1","229.99","199.99","299.99","229.99","16/04/2024 00:00:00","03/11/2025 00:00:00","1931","2","sw1331,sw1339,","Box","LEGO exclusive","6471486","6471485","5702017590196","673419390774","55.5","37.8","10.3","","","","","18","","5257","3085","7","12","X","4","172.5000","179.2100","Henrik Andersen,","01/05/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48872","75383","1","2024","Normal","Star Wars","Licensed","Episode I","Darth Maul's Sith Infiltrator","X","75383-1","69.99","59.99","89.99","69.99","02/04/2024 00:00:00","03/11/2025 00:00:00","640","7","sw1332,sw1333,sw1334a,sw1335,sw1418,","Box","Retail","6474666","6474665","5702017600277","673419393683","35.4","19.1","9.1","","27","20","7","9","","7319","2730","2","8","X","4","68.7100","50.8100","Jme Wheeler,","01/05/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48877","75385","1","2024","Normal","Star Wars","Licensed","Ahsoka","Ahsoka Tano's Duel on Peridea","X","75385-1","54.99","49.99","69.99","54.99","02/07/2024 00:00:00","01/11/2025 00:00:00","382","5","sw1354,sw1355,sw1356,sw1357,sw1358,","Box","Retail","6470438","6470437","5702017584416","673419389556","26.2","22.2","7.6","","11","23","14","8","","7168","2289","2","9","X","7","44.6800","37.5000","John Ho,","01/08/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48805","75386","1","2024","Normal","Star Wars","Licensed","The Mandalorian","Paz Vizsla and Moff Gideon Battle","X","75386-1","39.99","34.99","49.99","39.99","03/05/2024 00:00:00","03/11/2025 00:00:00","289","4","sw1341,sw1342,sw1343,","Box","Retail","6470440","6470439","5702017584423","673419389563","26.2","19.1","6.1","","12","20","8","7","","9066","2133","2","9","X","0","29.1500","25.0900","","01/06/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48528","75387","1","2024","Normal","Star Wars","Licensed","Episode IV","Boarding the Tantive IV","X","75387-1","54.99","49.99","69.99","54.99","31/01/2024 00:00:00","16/10/2025 00:00:00","502","7","sw1249,sw1285,sw1326,sw1327,sw1328,sw1329,","Box","Retail","6470442","6470441","5702017584430","673419389570","35.4","19.1","9.1","","22","13","8","8","","14294","2781","2","8","X","18","45.3700","21.3000","Nathan Clark,","01/03/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48871","75388","1","2024","Normal","Star Wars","Licensed","Rebuild the Galaxy","Jedi Bob's Starfighter","X","75388-1","39.99","34.99","49.99","39.99","26/07/2024 00:00:00","03/11/2025 00:00:00","305","3","sw1378,sw1379,sw1380,","Box","Retail","6470444","6470443","5702017584447","673419389587","26.2","19.1","6.1","","26","15","7","8","","7064","2062","2","8","X","9","28.8100","19.7500","","01/08/2024 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48876","75389","1","2024","Normal","Star Wars","Licensed","Rebuild the Galaxy","The Dark Falcon","X","75389-1","179.99","159.99","239.99","179.99","26/06/2024 00:00:00","03/11/2025 00:00:00","1579","6","sw1363,sw1364,sw1365,sw1366,sw1367,sw1368,","Box","Retail","6470446","6470445","5702017584454","673419389594","48","37.8","11.2","","12","43","32","10","","6343","3178","2","12","X","0","134.1500","105.0000","Henrik Rubin Saaby,Jan Neergaard Olesen,","01/08/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48866","75390","1","2024","Normal","Star Wars","Licensed","Mechs","Luke Skywalker X-wing Mech ","X","75390-1","15.99","12.99","19.99","15.99","03/05/2024 00:00:00","25/10/2025 00:00:00","195","1","sw1139,","Box","Retail","6470448","6470447","5702017584461","673419389600","14.1","15.7","6.1","","","","","","","3969","752","2","8","X","0","12.3400","7.2600","César Soares,","01/06/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48867","75391","1","2024","Normal","Star Wars","Licensed","Microfighters","Captain Rex Y-wing Microfighter","X","75391-1","12.99","11.99","16.99","12.99","03/05/2024 00:00:00","03/11/2025 00:00:00","99","1","sw1315,","Box","Retail","6470450","6470449","5702017584478","673419389617","14.1","12.2","4.6","","11","2","8","","","14517","1480","2","9","X","14","11.5400","10.5700","","01/06/2024 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"48870","75392","1","2024","Normal","Star Wars","Licensed","Miscellaneous","Creative Play Droid Builder","X","75392-1","99.99","89.99","129.99","99.99","29/06/2024 00:00:00","20/10/2025 00:00:00","1186","2","sw1348,sw1394,","Box","Retail","6474668","6474667","5702017600284","673419393690","38.2","26.2","9.4","","","","","9","","2729","1622","8","9","X","0","85.4100","75.0000","Henrik Andersen,","01/08/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48869","75394","1","2024","Normal","Star Wars","Licensed","Episode IV","Imperial Star Destroyer","X","75394-1","159.99","149.99","209.99","169.99","07/05/2024 00:00:00","03/11/2025 00:00:00","1555","7","sw1273,sw1326,sw1373,sw1374,sw1375,sw1376,sw1377,","Box","Retail","6474670","6474669","5702017600291","673419393706","45.6","28.2","13.6","","16","46","29","10","","5551","3853","2","6","X","9","164.0700","111.0400","","01/08/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48874","75396","1","2024","Normal","Star Wars","Licensed","Episode VI","Desert Skiff & Sarlacc Pit","X","75396-1","79.99","69.99","99.99","79.99","02/07/2024 00:00:00","03/11/2025 00:00:00","558","6","sw0532,sw1274,sw1369,sw1370,sw1371,sw1372,","Box","Retail","6470456","6470455","5702017584492","673419389631","28.2","26.2","7.6","","22","13","9","9","","7348","2565","4","10","X","0","62.7700","48.7500","Jme Wheeler,","01/08/2024 00:00:00","31/12/2025 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"48875","75398","1","2024","Normal","Star Wars","Licensed","Miscellaneous","C-3PO","X","75398-1","139.99","124.99","179.99","139.99","02/07/2024 00:00:00","03/11/2025 00:00:00","1138","1","sw1209,","Box","Retail","6470458","6470457","5702017584508","673419389648","28.2","45.6","7.2","","","","","18","","5917","2501","7","7","X","5","119.6100","75.0000","Jackson Hughes,","01/08/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51091","75399","1","2025","Normal","Star Wars","Licensed","Andor","Rebel U-wing Starfighter","X","75399-1","69.99","59.99","89.99","69.99","16/04/2025 00:00:00","03/11/2025 00:00:00","594","4","sw1409,sw1410,sw1411,sw1412,","Box","Retail","6527513","6527512","5702017817439","673419405980","35.4","19.1","9.1","","41","16","9","8","","3614","2270","2","7","X","4","55.9800","54.9900","César Soares,","01/05/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50708","75401","1","2025","Normal","Star Wars","Licensed","The Clone Wars","Ahsoka's Jedi Interceptor","X","75401-1","44.99","39.99","59.99","44.99","03/12/2024 00:00:00","03/11/2025 00:00:00","290","3","sw1396,sw1397,sw1398,","Box","Retail","6527517","6527516","5702017817453","673419406000","26.2","19.1","6.1","","19","17","6","8","","5766","2495","2","10","X","8","41.4600","28.6200","Daniel Lehmann,","01/01/2025 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50851","75402","1","2025","Normal","Star Wars","Licensed","The Clone Wars","ARC-170 Starfighter","X","75402-1","69.99","59.99","89.99","69.99","03/12/2024 00:00:00","03/11/2025 00:00:00","497","4","sw1399,sw1400,sw1401,sw1402,","Box","Retail","6527519","6527518","5702017817460","673419406017","35.4","19.1","9.1","","29","36","8","9","","5345","2628","4","19","X","11","56.3000","38.3000","","01/01/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50709","75404","1","2025","Normal","Star Wars","Licensed","Starship Collection","Acclamator-class Assault Ship","X","75404-1","49.99","44.99","64.99","49.99","03/12/2024 00:00:00","03/11/2025 00:00:00","450","","","Box","Retail","6527523","6527522","5702017817262","673419406031","28.2","26.2","5.9","","15","23","13","18","","4370","1765","7","10","X","3","44.0700","27.0200","Jme Wheeler,","01/01/2025 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50710","75405","1","2025","Normal","Star Wars","Licensed","Starship Collection","Home One Starcruiser","X","75405-1","69.99","59.99","89.99","69.99","03/12/2024 00:00:00","03/11/2025 00:00:00","559","","","Box","Retail","6527525","6527524","5702017817576","673419406048","35.4","19.1","9.1","","14","33","14","18","","3485","1910","7","9","X","3","50.2400","36.6200","Niels Bundesen,","01/01/2025 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51088","75406","1","2025","Normal","Star Wars","Licensed","Starship Collection","Kylo Ren's Command Shuttle","X","75406-1","69.99","59.99","89.99","69.99","16/04/2025 00:00:00","03/11/2025 00:00:00","386","","","Box","Retail","6529419","6529418","5702017824574","673419407496","28.2","26.2","7.6","","26","13","44","18","","1150","1600","7","10","X","0","56.1800","","Marina Stampoli,","01/05/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51093","75407","1","2025","Normal","Star Wars","Licensed","Miscellaneous","Brick-Built Star Wars Logo","X","75407-1","59.99","59.99","79.99","69.99","16/04/2025 00:00:00","03/11/2025 00:00:00","700","","","Box","Retail","6527527","6527526","5702017817583","673419406055","35.4","19.1","9.1","","13","30","3","18","","4236","1858","9","10","X","0","57.5200","44.7500","Robert Heim,","18/04/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51094","75408","1","2025","Normal","Star Wars","Licensed","Helmet Collection","Jango Fett Helmet","X","75408-1","69.99","69.99","89.99","79.99","16/04/2025 00:00:00","03/11/2025 00:00:00","616","","","Box","Retail","6527529","6527528","5702017817590","673419406062","19.1","35.4","9.1","","21","12","11","18","","2699","1826","7","7","X","0","61.8300","41.6500","Niels Bundesen,","01/05/2025 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51095","75411","1","2025","Normal","Star Wars","Licensed","Mechs","Darth Maul Mech","X","75411-1","17.99","12.99","17.99","14.99","03/05/2025 00:00:00","03/11/2025 00:00:00","143","2","sw1415,sw1419,","Box","Retail","6527533","6527532","5702017817613","673419406086","14.1","15.7","4.5","","","","","6","","1617","821","2","8","X","4","12.1400","","","01/06/2025 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51096","75412","1","2025","Normal","Star Wars","Licensed","Ahsoka","Death Trooper & Night Trooper Battle Pack","X","75412-1","22.99","17.99","24.99","19.99","03/05/2025 00:00:00","03/11/2025 00:00:00","119","4","sw1358,sw1416,sw1417,","Box","Retail","6527535","6527534","5702017817620","673419406093","15.7","14.1","4.5","","6","9","7","6","","3699","2176","2","9","X","0","18.1600","","","01/06/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51286","75415","1","2025","Normal","Star Wars","Licensed","Helmet Collection","Kylo Ren Helmet","X","75415-1","69.99","59.99","89.99","69.99","16/04/2025 00:00:00","03/11/2025 00:00:00","529","","","Box","Retail","6529421","6529420","5702017824581","673419407502","19.1","35.4","9.1","","18","11","13","18","","1988","1638","7","7","X","0","66.3100","","Daniel Lehmann,","01/05/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51098","75416","1","2025","Normal","Star Wars","Licensed","Ahsoka","Chopper (C1-10P)","X","75416-1","99.99","94.99","129.99","109.99","16/04/2025 00:00:00","03/11/2025 00:00:00","1039","1","sw1308,","Box","Retail","6527541","6527540","5702017817651","673419406123","26.2","38.2","9.4","","","","","10","","2491","2026","2","8","X","0","94.1800","55.0000","Jme Wheeler,","01/05/2025 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51001","75417","1","2025","Normal","Star Wars","Licensed","Ultimate Collector Series","AT-ST","X","75417-1","199.99","179.99","259.99","199.99","04/07/2025 00:00:00","03/11/2025 00:00:00","1513","1","sw1420,","Box","LEGO exclusive","6527543","6527542","5702017817668","673419406130","37.8","48","9.4","","37","22","22","18","","1287","2082","7","13","X","0","168.5300","140.0000","Niels Bundesen,","01/08/2025 00:00:00","31/12/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51131","75429","1","2025","Normal","Star Wars","Licensed","Helmet Collection","AT-AT Driver Helmet","X","75429-1","69.99","69.99","89.99","79.99","28/01/2025 00:00:00","03/11/2025 00:00:00","730","","","Box","Retail","6529425","6529424","5702017824604","673419407526","19.1","35.4","9.1","","20","13","13","18","","3105","1996","7","7","X","0","101.5000","52.2500","John Ho,","01/03/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"51103","75434","1","2025","Normal","Star Wars","Licensed","Andor","K-2SO","X","75434-1","89.99","79.99","119.99","89.99","19/04/2025 00:00:00","03/11/2025 00:00:00","845","1","sw1412,","Box","Retail","6545792","6545791","5702017901244","673419413459","26.2","38.2","7.1","","","","","10","","1511","2399","2","6","X","0","81.0100","","Peter Carmichael,","01/08/2025 00:00:00","31/07/2027 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"49016","75682","1","2024","Normal","Wicked","Licensed","Part One","Elphaba & Glinda Figures","X","75682-1","54.99","49.99","69.99","54.99","13/08/2024 00:00:00","03/11/2025 00:00:00","558","","","Box","Retail","6512676","6512675","5702017758138","673419401210","","","","","","","","10","","500","202","2","8","X","5","22.5000","","David Guedes,","01/10/2024 00:00:00","31/07/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"49018","75684","1","2024","Normal","Wicked","Licensed","Part One","Welcome to Emerald City","X","75684-1","99.99","89.99","129.99","99.99","13/08/2024 00:00:00","03/11/2025 00:00:00","945","5","wck006,wck007,wck008,wck009,wck010,","Box","Retail","6512680","6512679","5702017758152","673419401234","","","","","39","37","13","9","","551","270","8","11","X","0","79.9500","69.0000","Wes Talbott,","01/10/2024 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"50923","75685","1","2025","Normal","Wicked","Licensed","Miscellaneous","Emerald City Wall Art","X","75685-1","159.99","139.99","199.99","149.99","25/07/2025 00:00:00","03/11/2025 00:00:00","1518","5","wck011,wck012,wck013,wck014,wck015,","Box","Retail","6526329","6526328","5702017812939","673419403887","37.8","48","9.4","","32","25","8","18","","252","683","2","9","X","0","166.9400","","","01/09/2025 00:00:00","31/12/2026 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28468","75891","1","2019","Normal","Speed Champions","Licensed","Chevrolet","Chevrolet Camaro ZL1 Race Car","X","75891-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","14/07/2021 00:00:00","198","1","sc068,","Box","Retail","6251790","6251789","5702016370959","673419304511","19.1","14.1","6.1","0.23","14","4","5","","","12556","1606","2","4","X","18","19.2700","10.7500","","01/01/2019 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28467","75892","1","2019","Normal","Speed Champions","Licensed","McLaren","McLaren Senna","X","75892-1","14.99","12.99","19.99","14.99","02/01/2019 00:00:00","13/08/2021 00:00:00","219","1","sc069,","Box","Retail","6251792","6251791","5702016370966","673419304528","19.1","14.1","6.1","0.25","","","","","","16394","1709","2","4","X","25","20.6600","10.3100","","01/01/2019 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28466","75893","1","2019","Normal","Speed Champions","Licensed","Dodge","2018 Dodge Challenger SRT Demon and 1970 Dodge Charger R/T","X","75893-1","29.99","34.99","39.99","39.99","02/01/2019 00:00:00","11/07/2021 00:00:00","478","3","sc072,sc075,sc076,","Box","Retail","6251794","6251793","5702016370973","673419304535","35","18.9","5.6","0.54","","","","7","","9491","2022","4","4","X","10","40.5300","25.5400","","01/01/2019 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"24169","75915","1","2015","Normal","Jurassic World","Licensed","","Pteranodon Capture","X","75915-1","19.99","19.99","24.99","24.99","02/05/2015 00:00:00","19/12/2016 00:00:00","174","2","jw003,jw004,","Box","Retail","6103341","6103340","5702015366380","673419234405","26.2128","19.1008","4.5974","0.33596","","","","6","12","5845","1520","2","7","X","10","52.0200","17.3600","","01/05/2015 00:00:00","31/12/2016 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"27440","75926","1","2018","Normal","Jurassic World","Licensed","Fallen Kingdom","Pteranodon Chase","X","75926-1","19.99","19.99","24.99","24.99","17/04/2018 00:00:00","03/03/2020 00:00:00","126","2","jw023,jw042,","Box","Retail","6212600","6212599","5702016110173","673419281768","26.2","19.1","4.6","0.28","","","","","","5037","985","2","4","X","22","23.8200","9.3800","Mark Stafford,","16/04/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"28010","75933","1","2018","Normal","Jurassic World","Licensed","Fallen Kingdom","T. rex Transport","X","75933-1","69.99","59.99","89.99","69.99","17/04/2018 00:00:00","24/03/2020 00:00:00","609","3","jw031,jw032,jw033,","Box","{Not specified}","6212625","6212623","5702016110296","673419281898","38.2","26.2","9.4","1.13","","","","","","3389","1368","4","4","X","5","117.2900","73.1200","Samuel Johnson,","16/04/2018 00:00:00","31/12/2019 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29129","75934","1","2019","Normal","Jurassic World","Licensed","Legend of Isla Nublar","Dilophosaurus on the Loose","X","75934-1","19.99","19.99","24.99","24.36","01/07/2019 00:00:00","26/02/2021 00:00:00","168","3","jw023,jw045,jw046,","Box","Retail","6250527","6250526","5702016367225","","26.2","14.1","4.8","","","","","","","3827","1235","2","4","X","0","33.3400","16.4700","Woon Tze Chee,","01/06/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","",""
"29276","75945","1","2019","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Expecto Patronum","X","75945-1","19.99","19.99","24.99","19.49","01/07/2019 00:00:00","10/01/2021 00:00:00","121","4","hp155,hp174,hp175,","Box","Retail","6251010","6251009","5702016368468","","26.2","14.1","4.8","","","","","7","","16180","2349","2","4","X","36","26.3000","18.7000","","01/06/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29278","75947","1","2019","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Hagrid's Hut: Buckbeak's Rescue","X","75947-1","59.99","49.99","79.99","59.99","01/07/2019 00:00:00","12/11/2021 00:00:00","496","6","hp144,hp175,hp180,hp181,hp182a,hp183,","Box","Retail","6251016","6251015","5702016368680","","38.2","26.2","5.7","","","","","","","16757","2961","2","4","X","21","57.0400","34.4100","","01/06/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29279","75948","1","2019","Normal","Harry Potter","Licensed","Goblet of Fire","Hogwarts Clock Tower","X","75948-1","89.99","89.99","119.99","99.99","01/07/2019 00:00:00","01/12/2022 00:00:00","922","8","hp184,hp185,hp186,hp187,hp188,hp189,hp190,hp191,","Box","Retail","6251024","6251023","5702016368697","","35.4","37.8","9.4","","35","34","18","","","16876","2783","2","4","X","9","83.5000","53.3900","Woon Tze Chee,","01/06/2019 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"27842","75953","1","2018","Normal","Harry Potter","Licensed","Chamber of Secrets","Hogwarts Whomping Willow","X","75953-1","69.99","59.99","89.99","69.99","24/08/2018 00:00:00","08/12/2021 00:00:00","753","6","hp134a,hp139,hp140,hp141,hp142,hp143,","Box","Retail","6212642","6212641","5702016110364","673419281966","48","28.2","7.4","1.1","","","","","","18833","2851","4","5","X","19","57.7100","32.8700","Raphael Pretesacque,","01/08/2018 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"27843","75954","1","2018","Normal","Harry Potter","Licensed","Philosopher's Stone","Hogwarts Great Hall","X","75954-1","99.99","89.99","129.99","99.99","24/08/2018 00:00:00","02/08/2021 00:00:00","878","10","hp139,hp144,hp145,hp146,hp147,hp148,hp149a,hp150,hp151,hp152,","Box","Retail","6212644","6212643","5702016110371","673419281973","48","37.8","7.05","1.66","37","30","18","","","21067","3276","2","5","X","37","103.5400","61.1600","Mark Stafford,","01/08/2018 00:00:00","31/07/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"28087","75955","1","2018","Normal","Harry Potter","Licensed","Prisoner of Azkaban","Hogwarts Express","X","75955-1","79.99","79.99","99.99","89.99","05/09/2018 00:00:00","20/11/2022 00:00:00","801","6","hp153,hp154,hp155,hp156,hp157,hp158,","Box","Retail","6212646","6212645","5702016110388","673419281980","54","28.2","7.85","1.37","","","","8","14","23292","3316","2","4","X","27","73.6100","50.5400","Woon Tze Chee,","01/08/2018 00:00:00","31/12/2022 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"28088","75956","1","2018","Normal","Harry Potter","Licensed","Philosopher's Stone","Quidditch Match","X","75956-1","39.99","34.99","49.99","38.98","24/08/2018 00:00:00","02/02/2021 00:00:00","500","6","hp134a,hp135,hp136,hp137,hp138,hp139,","Box","Retail","6219620","6219619","5702016160277","","38.2","26.2","5.7","","18","4","4","","","14320","2883","4","2","X","9","58.3900","34.9400","","01/08/2018 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29280","75957","1","2019","Normal","Harry Potter","Licensed","Prisoner of Azkaban","The Knight Bus","X","75957-1","39.99","34.99","49.99","39.99","01/07/2019 00:00:00","15/01/2022 00:00:00","403","3","hp175,hp192,hp193,","Box","Retail","6278193","6278192","5702016542714","","28.2","26.2","7.6","","16","16","6","8","","17078","2652","2","4","X","18","43.1500","43.5700","","01/06/2019 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29299","75958","1","2019","Normal","Harry Potter","Licensed","Goblet of Fire","Beauxbatons' Carriage: Arrival at Hogwarts","X","75958-1","49.99","44.99","64.99","48.73","02/08/2019 00:00:00","07/01/2021 00:00:00","430","4","hp200,hp201,hp202,hp203,","Box","Retail","6283911","6283906","5702016604122","673419315111","38.2","26.2","5.7","","","","","8","","9733","3029","2","5","X","0","56.5300","43.8900","","01/08/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29300","75965","1","2019","Normal","Harry Potter","Licensed","Goblet of Fire","The Rise of Voldemort","X","75965-1","19.99","19.99","24.99","19.49","02/08/2019 00:00:00","09/01/2021 00:00:00","184","6","hp194,hp195,hp196,hp197,hp198,hp199,","Box","Retail","6283918","6283917","5702016604139","","26.2","19.1","4.6","","10","17","14","7","","14378","2377","2","4","X","40","35.3300","23.2500","","01/08/2019 00:00:00","31/12/2020 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29470","75966","1","2020","Normal","Harry Potter","Licensed","Order of the Phoenix","Hogwarts Room of Requirement","X","75966-1","19.99","17.99","29.99","19.99","24/08/2020 00:00:00","25/01/2022 00:00:00","193","4","hp238,hp239,hp240,hp241,","Box","Retail","6289044","6289043","5702016616668","673419317887","26.2","14.1","7.2","0.3","19","7","6","7","","13529","2106","2","9","X","24","21.4500","13.0500","","01/06/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29471","75967","1","2020","Normal","Harry Potter","Licensed","Order of the Phoenix","Forbidden Forest: Umbridge's Encounter","X","75967-1","29.99","24.99","39.99","29.99","24/08/2020 00:00:00","23/01/2022 00:00:00","253","5","hp213,hp234,hp235,hp236a,","Box","Retail","6289046","6289045","5702016616675","673419317894","26.2","22.2","6.2","0.37","","","","8","","12078","2169","4","10","X","5","30.7600","21.0700","Justin Ramsden,","01/06/2020 00:00:00","31/12/2021 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
"29472","75968","1","2020","Normal","Harry Potter","Licensed","Chamber of Secrets","4 Privet Drive","X","75968-1","79.99","69.99","99.99","79.99","24/08/2020 00:00:00","01/03/2024 00:00:00","797","6","hp142,hp215,hp216,hp217,hp224,hp233,","Box","Retail","6289048","6289047","5702016616682","673419317900","38.2","26.2","9.4","0.92","","","","8","","14802","3044","2","10","X","22","69.1600","37.8700","Justin Ramsden,","01/06/2020 00:00:00","31/12/2023 00:00:00","X","","1","1","0","0","1","","","","","","","","","HOME"
